Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 22_level_0,Unnamed: 23_level_0,Expected,Expected,Unnamed: 26_level_0,Unnamed: 27_level_0,Unnamed: 28_level_0,Unnamed: 29_level_0,Unnamed: 30_level_0,Unnamed: 31_level_0
631,Igor Serrote,br BRA,DF,Grêmio,20-234,2005,5.7,173,268,64.6,2955,1358,76,99,76.8,82,116,70.7,12,33,36.4,0,0.1,0.1,-0.1,1,20,4,1,22,Matches
632,Juan Sforza,ar ARG,MF,Vasco da Gama,23-249,2002,0.8,87,91,95.6,1550,488,40,42,95.2,39,40,97.5,7,7,100.0,0,0.0,0.0,0.0,1,10,0,0,4,Matches
633,Juan Sforza,ar ARG,MF,Juventude,23-249,2002,2.5,97,115,84.3,1885,528,35,40,87.5,52,56,92.9,10,16,62.5,0,0.1,0.1,-0.1,3,7,1,1,11,Matches
634,Shaylon,br BRA,MF,Mirassol,28-177,1997,2.1,86,100,86.0,1418,333,44,47,93.6,34,39,87.2,5,10,50.0,0,0.2,0.2,-0.2,3,10,4,1,14,Matches
635,Aderlan Silva,br BRA,DF,Santos,35-064,1990,1.0,37,50,74.0,664,317,14,18,77.8,19,22,86.4,3,6,50.0,0,0.1,0.1,-0.1,2,4,1,0,6,Matches
636,Aderlan Silva,br BRA,DF,Sport Recife,35-064,1990,6.2,217,279,77.8,4049,1721,88,101,87.1,98,119,82.4,28,43,65.1,0,0.5,0.5,-0.5,6,24,8,3,35,Matches
637,André Silva,br BRA,FW,São Paulo,28-140,1997,15.1,183,266,68.8,2715,351,94,129,72.9,69,96,71.9,9,15,60.0,2,2.6,1.7,-0.6,15,9,6,1,17,Matches
638,João Silva,pt POR,DF,Sport Recife,26-280,1999,10.3,397,476,83.4,8231,3206,109,121,90.1,235,256,91.8,50,87,57.5,0,0.5,0.4,-0.5,1,39,3,0,47,Matches
639,Luan Silva,br BRA,MF,São Paulo,26-221,1999,1.9,73,88,83.0,1188,323,34,41,82.9,34,40,85.0,4,4,100.0,0,0.3,0.4,-0.3,3,9,1,0,10,Matches
640,Lucas Silva,br BRA,MF,Cruzeiro,32-247,1993,24.0,951,1109,85.8,16134,4177,442,490,90.2,404,452,89.4,77,102,75.5,2,1.3,1.0,+0.7,20,118,10,1,138,Matches
641,Matheus Pereira da Silva,br BRA,MF,Fortaleza,27-238,1998,11.7,565,699,80.8,10296,3291,239,268,89.2,241,287,84.0,69,107,64.5,3,1.5,1.4,+1.5,12,98,9,2,96,Matches
642,Patrick Silva,br BRA,MF,Atlético Mineiro,21-216,2004,2.5,79,97,81.4,1195,200,48,53,90.6,22,29,75.9,6,8,75.0,0,0.0,0.0,0.0,0,6,0,0,5,Matches
643,Thiago Silva,br BRA,DF,Fluminense,41-029,1984,17.3,1068,1161,92.0,20008,8023,383,393,97.5,571,594,96.1,103,157,65.6,0,0.2,0.4,-0.2,6,48,6,1,66,Matches
644,Vinicius Silvestre,br BRA,GK,Fortaleza,31-207,1994,2.0,38,61,62.3,1320,1099,6,6,100.0,15,15,100.0,17,40,42.5,0,0.0,0.0,0.0,0,2,0,0,0,Matches
645,Luis Sinisterra,co COL,FW,Cruzeiro,26-126,1999,0.8,20,25,80.0,257,33,15,17,88.2,5,6,83.3,0,2,0.0,0,0.0,0.0,0.0,1,2,0,0,1,Matches
646,Cédric Soares,pt POR,"DF,FW",São Paulo,34-051,1991,18.3,701,964,72.7,11596,4604,345,393,87.8,286,361,79.2,52,152,34.2,2,2.1,2.4,-0.1,22,44,22,13,58,Matches
647,Everton Soares,br BRA,"FW,MF",Flamengo,29-213,1996,7.5,197,259,76.1,2862,537,117,139,84.2,59,75,78.7,11,20,55.0,1,0.5,0.8,+0.5,5,12,6,1,23,Matches
648,Tiquinho Soares,br BRA,FW,Santos,34-277,1991,12.6,178,246,72.4,2691,641,96,133,72.2,56,72,77.8,14,17,82.4,3,1.0,0.4,+2.0,12,18,2,0,17,Matches
649,Fernando Sobral,br BRA,MF,Ceará,30-308,1994,14.1,497,635,78.3,8699,2961,235,264,89.0,196,236,83.1,53,100,53.0,0,0.4,0.6,-0.4,13,62,11,5,72,Matches
650,Ramón Sosa,py PAR,"FW,MF",Palmeiras,26-051,1999,4.9,155,207,74.9,2353,696,86,96,89.6,56,71,78.9,8,25,32.0,2,0.9,1.0,+1.1,9,14,11,5,27,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
651,Yeferson Soteldo,ve VEN,"FW,MF",Santos,28-113,1997,3.6,121,172,70.3,2075,443,54,71,76.1,60,70,85.7,6,23,26.1,0,0.4,0.9,-0.4,7,12,6,2,17,Matches
652,Yeferson Soteldo,ve VEN,"FW,MF",Fluminense,28-113,1997,3.9,101,165,61.2,1562,343,58,75,77.3,32,55,58.2,6,14,42.9,0,0.5,0.5,-0.5,6,3,8,6,6,Matches
653,Souza,br BRA,DF,Santos,19-127,2006,10.2,384,492,78.0,5545,2286,236,273,86.4,131,164,79.9,11,26,42.3,2,1.1,0.9,+0.9,7,21,7,6,33,Matches
654,Fabiano Souza,br BRA,DF,Ceará,25-221,2000,23.4,741,1025,72.3,13935,6583,281,318,88.4,359,474,75.7,91,177,51.4,1,0.4,1.5,+0.6,11,74,21,13,70,Matches
655,Gabriel Souza,br BRA,"FW,MF",Vasco da Gama,20-289,2005,0.8,25,33,75.8,305,83,18,22,81.8,6,7,85.7,0,1,0.0,0,0.0,0.0,0.0,0,4,1,0,4,Matches
656,Hugo Souza,br BRA,GK,Corinthians,26-263,1999,23.0,515,673,76.5,13956,8356,82,83,98.8,267,270,98.9,161,313,51.4,0,0.0,0.0,0.0,1,10,0,0,1,Matches
657,Igor Vinícius de Souza,br BRA,DF,São Paulo,28-203,1997,1.8,94,118,79.7,1497,404,53,61,86.9,34,42,81.0,7,12,58.3,0,0.1,0.3,-0.1,3,10,3,2,8,Matches
658,Igor Vinícius de Souza,br BRA,DF,Santos,28-203,1997,6.8,316,373,84.7,4744,1741,183,205,89.3,117,132,88.6,14,26,53.8,0,1.3,1.3,-1.3,12,29,14,11,26,Matches
659,Everaldo Stum,br BRA,FW,Fluminense,34-108,1991,9.1,121,178,68.0,1664,249,67,90,74.4,43,58,74.1,4,8,50.0,0,1.3,0.8,-1.3,11,5,2,0,9,Matches
660,Bruno Tabata,br BRA,"FW,MF",Internacional,28-205,1997,10.1,407,539,75.5,6725,1663,222,247,89.9,131,181,72.4,40,79,50.6,0,1.2,1.9,-1.2,17,45,10,5,57,Matches
661,Gabriel Taliari,br BRA,FW,Juventude,28-191,1997,17.7,162,242,66.9,2474,608,89,115,77.4,52,70,74.3,11,19,57.9,2,0.9,0.6,+1.1,8,13,5,0,24,Matches
662,Gonzalo Tapia,cl CHI,FW,São Paulo,23-245,2002,6.2,103,150,68.7,1358,149,59,76,77.6,31,46,67.4,4,8,50.0,0,0.2,0.1,-0.2,4,5,1,0,7,Matches
663,Tchê Tchê,br BRA,MF,Vasco da Gama,33-052,1992,17.7,849,923,92.0,13167,3879,449,467,96.1,319,342,93.3,50,67,74.6,0,0.5,1.0,-0.5,16,103,9,1,89,Matches
664,Alex Teixeira,br BRA,"MF,FW",Vasco da Gama,35-288,1990,1.3,48,54,88.9,626,68,33,34,97.1,11,12,91.7,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,0,Matches
665,Alex Telles,br BRA,DF,Botafogo (RJ),32-310,1992,13.8,624,751,83.1,10266,3585,344,363,94.8,216,247,87.4,53,121,43.8,3,2.3,2.2,+0.7,25,67,16,10,63,Matches
666,Thaciano,br BRA,"FW,MF",Santos,30-162,1995,4.4,65,85,76.5,1045,197,37,46,80.4,20,25,80.0,7,10,70.0,0,0.0,0.1,0.0,1,4,0,0,9,Matches
667,Thalys,br BRA,"MF,FW",Palmeiras,20-241,2005,1.0,14,18,77.8,188,40,8,9,88.9,5,6,83.3,0,0,,0,0.0,0.0,0.0,1,0,0,0,2,Matches
668,Rafael Thyere,br BRA,DF,Sport Recife,32-157,1993,15.5,598,685,87.3,11321,4188,215,225,95.6,325,349,93.1,54,96,56.3,0,0.0,0.1,0.0,1,49,0,0,40,Matches
669,Tiago,br BRA,"FW,MF",Bahia,20-196,2005,6.0,89,114,78.1,1455,223,45,56,80.4,31,35,88.6,8,9,88.9,1,0.5,1.1,+0.5,5,3,2,1,6,Matches
670,Guilherme Tinga,br BRA,DF,Fortaleza,32-050,1993,8.2,301,404,74.5,5888,2210,100,120,83.3,153,196,78.1,46,75,61.3,0,0.2,0.9,-0.2,5,36,10,3,40,Matches
671,Titi,br BRA,DF,Fortaleza,37-223,1988,3.0,72,93,77.4,1287,416,23,26,88.5,42,48,87.5,5,15,33.3,0,0.0,0.0,0.0,0,0,0,0,1,Matches
672,Rafael Tolói,it ITA,DF,São Paulo,35-011,1990,2.3,99,115,86.1,2005,631,24,28,85.7,67,69,97.1,8,16,50.0,0,0.0,0.0,0.0,0,6,0,0,4,Matches
673,Félix Torres Caicedo,ec ECU,DF,Corinthians,28-283,1997,6.2,372,413,90.1,7220,2174,119,127,93.7,213,225,94.7,37,53,69.8,0,0.1,0.1,-0.1,3,14,1,1,15,Matches
674,Facundo Torres,uy URU,"FW,MF",Palmeiras,25-191,2000,15.5,452,558,81.0,6952,1806,254,280,90.7,143,178,80.3,35,57,61.4,3,2.8,2.9,+0.2,28,35,21,7,74,Matches
675,Bruno Tubarão,br BRA,"FW,DF",Ceará,30-230,1995,1.1,34,49,69.4,537,203,19,20,95.0,13,19,68.4,2,5,40.0,0,0.0,0.1,0.0,1,5,2,2,7,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
676,Enner Valencia,ec ECU,FW,Internacional,35-351,1989,7.0,96,123,78.0,1136,68,65,74,87.8,22,29,75.9,0,2,0.0,0,0.1,0.3,-0.1,2,4,1,0,4,Matches
677,Vanderlan,br BRA,DF,Palmeiras,23-044,2002,2.2,60,76,78.9,896,271,35,39,89.7,24,30,80.0,1,5,20.0,0,0.0,0.0,0.0,0,2,1,1,4,Matches
678,Vanderlan,br BRA,DF,RB Bragantino,23-044,2002,9.5,342,447,76.5,6350,2284,166,182,91.2,138,174,79.3,35,69,50.7,1,1.3,0.9,-0.3,11,31,15,10,35,Matches
679,Guillermo Varela,uy URU,DF,Flamengo,32-211,1993,11.7,617,708,87.1,8960,2222,358,388,92.3,221,250,88.4,19,37,51.4,4,0.7,0.7,+3.3,6,37,8,5,48,Matches
680,Pablo Vegetti,ar ARG,FW,Vasco da Gama,37-006,1988,21.9,212,293,72.4,2758,338,119,149,79.9,73,90,81.1,1,5,20.0,1,1.5,1.5,-0.5,10,5,4,0,17,Matches
681,Raphael Veiga,br BRA,MF,Palmeiras,30-124,1995,7.9,268,341,78.6,5046,1477,118,126,93.7,99,120,82.5,42,78,53.8,2,1.5,1.6,+0.5,17,33,7,1,46,Matches
682,Fausto Vera,ar ARG,MF,Atlético Mineiro,25-209,2000,10.7,527,574,91.8,8552,2313,255,264,96.6,228,245,93.1,32,39,82.1,0,0.2,0.4,-0.2,5,55,4,0,52,Matches
683,Gabriel Veron,br BRA,"FW,MF",Santos,23-048,2002,1.4,25,36,69.4,362,134,17,19,89.5,4,7,57.1,3,3,100.0,0,0.2,0.2,-0.2,4,3,4,1,8,Matches
684,Gabriel Veron,br BRA,"FW,MF",Juventude,23-048,2002,6.6,116,156,74.4,1735,407,56,67,83.6,44,55,80.0,6,14,42.9,0,1.1,0.7,-1.1,13,7,4,0,16,Matches
685,João Victor,br BRA,DF,Mirassol,28-049,1997,25.0,1078,1182,91.2,20562,7217,408,429,95.1,532,559,95.2,127,172,73.8,1,0.7,0.7,+0.3,4,34,0,0,58,Matches
686,João Victor,br BRA,FW,Ceará,21-177,2004,0.1,2,2,100.0,37,0,0,0,,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
687,João Victor,br BRA,DF,Vasco da Gama,27-096,1998,15.9,900,994,90.5,16708,5488,320,339,94.4,497,518,95.9,73,118,61.9,0,0.1,0.3,-0.1,4,72,2,1,70,Matches
688,Marcos Victor,br BRA,DF,Ceará,23-299,2001,7.0,222,248,89.5,4212,1531,65,72,90.3,136,142,95.8,18,29,62.1,0,0.0,0.2,0.0,0,10,2,0,11,Matches
689,Viery,br BRA,DF,Grêmio,20-292,2005,0.3,6,11,54.5,101,44,2,2,100.0,4,8,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
690,Lucas Villalba,ar ARG,DF,Cruzeiro,31-063,1994,24.8,946,1185,79.8,18396,6871,317,344,92.2,503,554,90.8,113,252,44.8,0,0.4,0.4,-0.4,4,91,6,2,92,Matches
691,Mathías Villasanti,py PAR,MF,Grêmio,28-270,1997,12.8,457,546,83.7,7302,1959,219,245,89.4,195,217,89.9,27,50,54.0,0,0.3,0.4,-0.3,8,51,3,1,46,Matches
692,Matías Viña,uy URU,DF,Flamengo,27-346,1997,3.1,156,191,81.7,2186,697,94,100,94.0,49,63,77.8,5,10,50.0,0,0.2,0.2,-0.2,2,11,2,0,13,Matches
693,Vinícius,br BRA,MF,Ceará,34-189,1991,2.2,109,134,81.3,2176,662,41,45,91.1,41,48,85.4,22,30,73.3,0,0.1,0.5,-0.1,5,17,4,0,21,Matches
694,Alix Vinicius,br BRA,DF,RB Bragantino,25-349,1999,1.7,80,93,86.0,1586,604,23,25,92.0,47,51,92.2,9,13,69.2,0,0.0,0.0,0.0,0,2,0,0,3,Matches
695,Carlos Vinícius,br BRA,FW,Grêmio,30-210,1995,4.1,42,58,72.4,558,94,23,28,82.1,14,18,77.8,1,3,33.3,0,0.1,0.0,-0.1,2,2,1,0,5,Matches
696,Vitão,br BRA,DF,Internacional,25-261,2000,21.8,998,1117,89.3,19728,6438,291,299,97.3,586,619,94.7,109,180,60.6,1,1.1,0.5,-0.1,4,72,3,0,83,Matches
697,Vitinho,br BRA,"FW,MF",Internacional,26-203,1999,9.5,181,249,72.7,2700,551,96,117,82.1,68,86,79.1,9,17,52.9,1,1.3,1.0,-0.3,10,4,4,1,15,Matches
698,Vitinho,br BRA,"FW,MF",Corinthians,32-012,1993,3.4,88,120,73.3,1586,490,42,53,79.2,29,39,74.4,14,20,70.0,1,1.0,0.5,0.0,7,6,4,2,11,Matches
699,Vitinho,br BRA,DF,Botafogo (RJ),26-090,1999,24.2,837,1060,79.0,13527,4654,443,497,89.1,335,407,82.3,51,99,51.5,1,2.3,2.7,-1.3,24,58,20,14,71,Matches
700,Rayan Vitor,br BRA,FW,Vasco da Gama,19-079,2006,24.6,414,538,77.0,6079,1189,232,269,86.2,137,182,75.3,26,38,68.4,1,1.4,1.5,-0.4,20,34,14,5,55,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
701,Tiago Volpi,br BRA,GK,Grêmio,34-306,1990,24.0,476,693,68.7,15840,11442,45,45,100.0,191,193,99.0,238,451,52.8,0,0.0,0.0,0.0,0,13,0,0,0,Matches
702,Wagner,br BRA,DF,Grêmio,26-090,1999,21.3,840,949,88.5,17229,6208,236,254,92.9,482,512,94.1,110,160,68.8,1,0.7,0.5,+0.3,3,39,3,0,57,Matches
703,Walace,br BRA,MF,Cruzeiro,30-200,1995,2.1,83,102,81.4,1249,391,48,55,87.3,27,31,87.1,5,10,50.0,0,0.0,0.0,0.0,0,10,0,0,8,Matches
704,Wallace,br BRA,"FW,MF",Flamengo,20-255,2005,2.3,56,71,78.9,749,182,39,45,86.7,13,16,81.3,1,3,33.3,2,0.9,0.1,+1.1,6,2,1,0,7,Matches
705,Walter,br BRA,GK,Mirassol,37-337,1987,22.0,523,633,82.6,13401,7967,79,79,100.0,295,298,99.0,143,248,57.7,0,0.0,0.0,0.0,0,3,0,0,0,Matches
706,Wanderson,br BRA,"FW,MF",Cruzeiro,31-014,1994,19.8,337,454,74.2,4472,1485,216,245,88.2,77,114,67.5,18,51,35.3,2,2.8,3.3,-0.8,33,19,24,11,36,Matches
707,Deivid Washington,br BRA,FW,Santos,20-138,2005,6.2,76,96,79.2,1061,240,38,45,84.4,32,37,86.5,1,4,25.0,0,0.2,0.6,-0.2,3,8,1,0,11,Matches
708,José Welison,br BRA,MF,Fortaleza,30-224,1995,4.9,182,220,82.7,3119,884,79,89,88.8,80,91,87.9,14,29,48.3,0,0.1,0.2,-0.1,5,25,2,1,21,Matches
709,Wendell,br BRA,MF,Vitória,20-051,2005,0.7,19,23,82.6,277,66,12,14,85.7,5,6,83.3,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,3,Matches
710,Wendell,br BRA,DF,São Paulo,32-093,1993,9.3,395,473,83.5,6613,1972,190,209,90.9,166,192,86.5,29,50,58.0,1,0.9,0.8,+0.1,9,32,10,1,38,Matches
711,Wesley,br BRA,DF,Flamengo,22-045,2003,10.9,559,660,84.7,8900,1990,290,320,90.6,217,251,86.5,37,54,68.5,2,1.0,1.2,+1.0,11,34,17,7,46,Matches
712,Wesley,br BRA,"FW,MF",Internacional,26-205,1999,13.7,278,377,73.7,4251,1041,140,171,81.9,104,136,76.5,22,31,71.0,3,1.8,2.5,+1.2,16,16,16,8,38,Matches
713,Weverson,br BRA,DF,Fortaleza,25-108,2000,2.2,78,98,79.6,1364,392,35,41,85.4,35,39,89.7,6,12,50.0,0,0.0,0.0,0.0,1,8,2,0,9,Matches
714,Wéverton,br BRA,GK,Palmeiras,37-312,1987,26.0,493,771,63.9,14265,9963,67,67,100.0,261,263,99.2,161,431,37.4,0,0.2,0.1,-0.2,1,17,0,0,0,Matches
715,William,br BRA,DF,Cruzeiro,30-201,1995,17.6,709,981,72.3,12312,5119,355,414,85.7,236,328,72.0,96,186,51.6,4,4.3,2.8,-0.3,32,55,25,14,63,Matches
716,Willian,br BRA,MF,Vitória,32-158,1993,7.8,209,249,83.9,3463,758,105,116,90.5,82,96,85.4,17,24,70.8,0,0.1,0.1,-0.1,2,26,0,0,17,Matches
717,Willian,br BRA,FW,Grêmio,37-073,1988,1.7,85,98,86.7,1431,332,43,46,93.5,29,35,82.9,10,13,76.9,1,0.4,0.3,+0.6,4,10,1,0,17,Matches
718,Estêvão Willian,br BRA,"MF,FW",Palmeiras,18-180,2007,9.2,218,299,72.9,4001,1143,108,124,87.1,74,90,82.2,30,67,44.8,3,2.0,1.7,+1.0,24,19,10,2,34,Matches
719,Mateus Xavier,br BRA,"FW,MF",Santos,18-114,2007,0.4,3,5,60.0,45,0,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
720,Samuel Xavier,br BRA,DF,Fluminense,35-137,1990,17.6,962,1128,85.3,15071,5153,539,574,93.9,349,417,83.7,60,103,58.3,1,0.9,2.0,+0.1,11,88,21,7,99,Matches
721,Yago,br BRA,"MF,FW",Mirassol,30-260,1995,6.2,227,280,81.1,3423,882,130,149,87.2,73,88,83.0,16,23,69.6,1,0.5,0.8,+0.5,4,21,6,1,38,Matches
722,Yago,br BRA,MF,Internacional,18-258,2007,0.8,32,39,82.1,552,134,18,19,94.7,12,13,92.3,2,5,40.0,0,0.1,0.2,-0.1,2,2,1,0,7,Matches
723,Young,br BRA,GK,São Paulo,23-228,2002,2.0,32,44,72.7,733,460,8,9,88.9,17,17,100.0,6,17,35.3,0,0.0,0.0,0.0,0,0,0,0,0,Matches
724,Vinícius Zanocelo,br BRA,MF,Ceará,24-264,2001,2.8,118,139,84.9,2383,776,32,39,82.1,70,79,88.6,16,20,80.0,0,0.0,0.1,0.0,2,24,1,0,13,Matches
725,Lukas Zuccarello,br BRA,FW,Vasco da Gama,18-323,2006,0.3,6,8,75.0,89,29,3,5,60.0,3,3,100.0,0,0,,0,0.1,0.1,-0.1,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
