Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Matches
525,Rafael Pires,br BRA,GK,São Paulo,36-120,1989,27,27,2430,27.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
526,Lucas Piton,br BRA,DF,Vasco da Gama,25-012,2000,22,21,1915,21.3,1,6,7,1,0,0,4,0,0.5,0.5,3.3,3.9,38,89,149,0.05,0.28,0.33,0.05,0.33,0.03,0.16,0.18,0.03,0.18,Matches
527,Isidro Pitta,py PAR,FW,RB Bragantino,26-068,1999,16,6,697,7.7,6,1,7,6,0,0,3,0,1.9,1.9,0.8,2.7,14,21,52,0.77,0.13,0.90,0.77,0.90,0.25,0.10,0.35,0.25,0.35,Matches
528,Diego Pituca,br BRA,MF,Santos,33-067,1992,10,4,392,4.4,1,0,1,1,0,0,2,0,0.3,0.3,0.1,0.3,5,16,10,0.23,0.00,0.23,0.23,0.23,0.06,0.02,0.08,0.06,0.08,Matches
529,Gonzalo Plata,ec ECU,"FW,MF",Flamengo,24-354,2000,21,10,1065,11.8,4,1,5,4,0,0,0,0,3.0,3.0,1.8,4.8,26,43,123,0.34,0.08,0.42,0.34,0.42,0.25,0.15,0.41,0.25,0.41,Matches
530,Tomas Pochettino,ar ARG,"MF,FW",Fortaleza,29-262,1996,18,10,952,10.6,1,2,3,1,0,0,2,0,1.0,1.0,2.3,3.4,44,51,71,0.09,0.19,0.28,0.09,0.28,0.10,0.22,0.32,0.10,0.32,Matches
531,Mateo Ponte,uy URU,DF,Botafogo (RJ),22-150,2003,18,3,529,5.9,1,0,1,1,0,0,2,0,1.1,1.1,0.5,1.6,21,12,56,0.17,0.00,0.17,0.17,0.17,0.18,0.09,0.27,0.18,0.27,Matches
532,Gustavo Prado,br BRA,"MF,FW",Internacional,20-137,2005,13,3,431,4.8,1,0,1,1,0,0,2,0,0.6,0.6,0.4,1.0,18,25,42,0.21,0.00,0.21,0.21,0.21,0.12,0.09,0.21,0.12,0.21,Matches
533,Kauã Prates,br BRA,DF,Cruzeiro,17-070,2008,5,3,231,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
534,Bruno Praxedes,br BRA,"MF,FW",RB Bragantino,23-255,2002,10,3,328,3.6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,10,27,22,0.00,0.00,0.00,0.00,0.00,0.15,0.02,0.17,0.15,0.17,Matches
535,Lucca Prior,br BRA,"MF,FW",Fortaleza,21-251,2004,12,7,656,7.3,2,0,2,2,0,0,2,0,0.6,0.6,1.3,1.9,18,52,53,0.27,0.00,0.27,0.27,0.27,0.09,0.18,0.27,0.09,0.27,Matches
536,Erick Pulga,br BRA,"FW,MF",Bahia,25-019,2000,16,13,1118,12.4,2,3,5,2,0,0,2,0,3.7,3.7,2.8,6.6,74,31,124,0.16,0.24,0.40,0.16,0.40,0.30,0.23,0.53,0.30,0.53,Matches
537,Erick Pulgar,cl CHI,MF,Flamengo,31-279,1994,11,9,742,8.2,1,0,1,1,0,0,3,0,0.2,0.2,0.3,0.5,1,31,7,0.12,0.00,0.12,0.12,0.12,0.02,0.04,0.06,0.02,0.06,Matches
538,Du Queiroz,br BRA,MF,Sport Recife,25-275,2000,11,8,615,6.8,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,16,36,28,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.15,0.07,0.15,Matches
539,Igor Rabello,br BRA,DF,Atlético Mineiro,30-176,1995,4,2,189,2.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,3,1,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
540,Igor Rabello,br BRA,DF,Fluminense,30-176,1995,3,2,137,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
541,Zé Rafael,br BRA,MF,Santos,32-127,1993,19,16,1352,15.0,1,0,1,1,0,0,3,0,1.8,1.8,0.4,2.2,18,73,15,0.07,0.00,0.07,0.07,0.07,0.12,0.03,0.15,0.12,0.15,Matches
542,André Ramalho,br BRA,DF,Corinthians,33-247,1992,18,18,1609,17.9,0,0,0,0,0,0,4,0,0.4,0.4,0.2,0.7,13,82,2,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04,Matches
543,Eric Ramires,br BRA,MF,RB Bragantino,25-072,2000,27,23,1726,19.2,2,1,3,2,0,0,3,0,2.9,2.9,0.3,3.2,10,67,38,0.10,0.05,0.16,0.10,0.16,0.15,0.02,0.17,0.15,0.17,Matches
544,Ramon,br BRA,DF,Vitória,24-222,2001,10,10,900,10.0,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.5,16,34,50,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
545,Ramon,br BRA,DF,Internacional,24-222,2001,5,4,329,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,8,13,16,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
546,Lucas Ramon,br BRA,DF,Mirassol,31-228,1994,24,24,2019,22.4,2,2,4,2,0,0,5,0,2.1,2.1,2.6,4.7,49,74,136,0.09,0.09,0.18,0.09,0.18,0.09,0.12,0.21,0.09,0.21,Matches
547,Chris Ramos,es ESP,FW,Botafogo (RJ),28-278,1997,8,5,481,5.3,4,0,4,4,0,0,0,1,3.0,3.0,0.5,3.5,4,3,30,0.75,0.00,0.75,0.75,0.75,0.56,0.10,0.66,0.56,0.66,Matches
548,Santi Ramos Mingo,ar ARG,DF,Bahia,23-334,2001,25,25,2213,24.6,0,0,0,0,0,0,4,0,0.7,0.7,0.4,1.1,27,92,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04,Matches
549,Rafael Ramos,pt POR,DF,Ceará,30-285,1995,16,5,612,6.8,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,15,33,28,0.00,0.00,0.00,0.00,0.00,0.02,0.07,0.09,0.02,0.09,Matches
550,Raniele,br BRA,"MF,DF",Corinthians,28-294,1996,24,21,1700,18.9,1,1,2,1,0,0,5,0,1.1,1.1,1.5,2.5,11,62,22,0.05,0.05,0.11,0.05,0.11,0.06,0.08,0.13,0.06,0.13,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
551,Wellington Rato,br BRA,"FW,MF",Vitória,33-115,1992,5,3,212,2.4,1,0,1,1,0,0,0,0,0.2,0.2,0.1,0.2,1,8,13,0.42,0.00,0.42,0.42,0.42,0.07,0.03,0.10,0.07,0.10,Matches
552,Pedro Raul,br BRA,FW,Ceará,28-350,1996,26,26,2239,24.9,8,1,9,7,1,1,4,0,8.6,7.8,2.6,10.4,12,31,97,0.32,0.04,0.36,0.28,0.32,0.35,0.11,0.45,0.31,0.42,Matches
553,Raykkonen,br BRA,FW,Internacional,17-100,2008,5,0,98,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
554,Reginaldo,br BRA,DF,Juventude,32-241,1993,17,13,1102,12.2,0,2,2,0,0,0,1,0,0.1,0.1,0.5,0.6,21,21,65,0.00,0.16,0.16,0.00,0.16,0.01,0.04,0.05,0.01,0.05,Matches
555,Reinaldo,br BRA,DF,Mirassol,36-023,1989,28,27,2427,27.0,11,5,16,6,5,6,5,0,7.3,2.5,7.2,9.7,47,133,98,0.41,0.19,0.59,0.22,0.41,0.27,0.27,0.54,0.09,0.36,Matches
556,Reinier,br BRA,"MF,FW",Atlético Mineiro,23-275,2002,8,3,280,3.1,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,2,22,24,0.00,0.00,0.00,0.00,0.00,0.12,0.01,0.13,0.12,0.13,Matches
557,Robert Renan,br BRA,DF,Vasco da Gama,22-010,2003,7,7,576,6.4,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,10,35,2,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches
558,Cristian Renato,br BRA,FW,Mirassol,25-245,2000,25,9,1128,12.5,4,2,6,4,0,0,2,0,4.1,4.1,0.6,4.7,10,18,51,0.32,0.16,0.48,0.32,0.48,0.33,0.05,0.38,0.33,0.38,Matches
559,Renê,br BRA,DF,Fluminense,33-037,1992,19,18,1597,17.7,1,0,1,1,0,0,0,0,0.4,0.4,1.2,1.6,38,80,47,0.06,0.00,0.06,0.06,0.06,0.02,0.07,0.09,0.02,0.09,Matches
560,Rezende,br BRA,"MF,DF",Bahia,30-292,1995,10,5,544,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,22,2,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.02,Matches
561,Murilo Rhikman,br BRA,MF,Cruzeiro,19-222,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
562,Everton Ribeiro,br BRA,MF,Bahia,36-194,1989,24,21,1589,17.7,2,3,5,1,1,1,5,1,1.9,1.1,3.4,4.5,37,135,65,0.11,0.17,0.28,0.06,0.23,0.11,0.19,0.30,0.06,0.26,Matches
563,Ricardo,br BRA,MF,Vitória,31-236,1994,16,11,846,9.4,0,0,0,0,0,0,3,0,1.0,1.0,0.4,1.4,3,37,12,0.00,0.00,0.00,0.00,0.00,0.11,0.04,0.15,0.11,0.15,Matches
564,João Ricardo Riedi,br BRA,GK,Fortaleza,37-045,1988,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
565,Richard,br BRA,MF,Internacional,31-245,1994,4,3,243,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
566,Richardson,br BRA,MF,Ceará,34-065,1991,12,9,651,7.2,0,0,0,0,0,0,3,0,0.0,0.0,0.2,0.2,5,20,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
567,Charles Rigon Matos,br BRA,"MF,DF",Corinthians,29-124,1996,12,5,445,4.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.2,3,15,21,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
568,Emiliano Rigoni,ar ARG,FW,São Paulo,32-259,1993,5,1,128,1.4,0,0,0,0,0,0,1,1,0.6,0.6,0.1,0.7,4,1,10,0.00,0.00,0.00,0.00,0.00,0.43,0.09,0.52,0.43,0.52,Matches
569,Tomás Rincón,ve VEN,MF,Santos,37-281,1988,16,11,909,10.1,0,0,0,0,0,0,4,1,0.4,0.4,0.0,0.4,4,40,11,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
570,Richard Ríos,co COL,MF,Palmeiras,25-141,2000,10,10,733,8.1,0,2,2,0,0,0,4,0,0.6,0.6,0.7,1.3,13,34,24,0.00,0.25,0.25,0.00,0.25,0.07,0.09,0.16,0.07,0.16,Matches
571,Riquelme,br BRA,"MF,FW",Fluminense,18-222,2007,5,0,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,6,4,14,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.15,0.04,0.15,Matches
572,Christian Rivera,co COL,MF,Sport Recife,29-280,1996,25,24,2051,22.8,0,0,0,0,0,0,6,0,0.2,0.2,1.0,1.2,15,93,15,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Matches
573,Pablo Roberto,br BRA,MF,Fortaleza,25-341,1999,2,1,75,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.2,0.3,1,6,3,0.00,0.00,0.00,0.00,0.00,0.02,0.30,0.32,0.02,0.32,Matches
574,Paulo Roberto,br BRA,DF,Vitória,19-342,2005,1,1,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.00,0.10,Matches
575,Marcos Rocha,br BRA,DF,Palmeiras,36-314,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,7,9,9,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.19,0.05,0.19,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
576,Marcos Rocha,br BRA,DF,Grêmio,36-314,1988,7,7,536,6.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,16,33,10,0.00,0.00,0.00,0.00,0.00,0.01,0.13,0.13,0.01,0.13,Matches
577,Sergio Rochet,uy URU,GK,Internacional,32-212,1993,11,11,945,10.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
578,Rodrigo,br BRA,MF,São Paulo,21-219,2004,18,8,724,8.0,0,0,0,0,0,0,5,0,1.2,1.2,0.5,1.7,29,31,59,0.00,0.00,0.00,0.00,0.00,0.15,0.07,0.22,0.15,0.22,Matches
579,Ruben Rodrigues,pt POR,MF,Vitória,29-080,1996,4,0,26,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.32,0.32,0.32,Matches
580,Alan Rodríguez,uy URU,MF,Internacional,25-269,2000,9,6,555,6.2,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.5,7,13,17,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09,Matches
581,Guzmán Rodríguez,uy URU,DF,RB Bragantino,25-255,2000,23,23,2051,22.8,1,0,1,1,0,0,5,0,1.0,1.0,0.0,1.0,7,74,3,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.05,0.04,0.05,Matches
582,Luciano Rodríguez,uy URU,FW,Bahia,22-097,2003,18,8,791,8.8,2,0,2,2,0,0,1,0,2.9,2.9,0.2,3.1,18,11,49,0.23,0.00,0.23,0.23,0.23,0.33,0.03,0.35,0.33,0.35,Matches
583,Santiago Rodríguez,uy URU,"FW,MF",Botafogo (RJ),25-286,2000,20,10,975,10.8,2,4,6,2,0,0,5,0,1.1,1.1,3.4,4.5,20,49,76,0.18,0.37,0.55,0.18,0.55,0.10,0.32,0.42,0.10,0.42,Matches
584,Rodriguinho,br BRA,FW,Cruzeiro,22-138,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
585,Rodriguinho,br BRA,"FW,MF",Ceará,22-138,2003,3,0,15,0.2,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.1,2,0,1,0.00,0.00,0.00,0.00,0.00,0.31,0.48,0.80,0.31,0.80,Matches
586,Agustín Rogel,uy URU,DF,Internacional,28-004,1997,5,5,450,5.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
587,Benjamín Rollheiser,ar ARG,"MF,FW",Santos,25-211,2000,26,24,1892,21.0,1,2,3,0,1,1,7,0,2.8,2.0,3.6,5.6,50,114,102,0.05,0.10,0.14,0.00,0.10,0.13,0.17,0.30,0.09,0.27,Matches
588,Iván Román,cl CHI,DF,Atlético Mineiro,19-101,2006,8,6,504,5.6,0,0,0,0,0,0,4,0,0.5,0.5,0.0,0.5,3,24,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
589,Romarinho,br BRA,"MF,FW",Vitória,34-313,1990,5,1,124,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,3,5,12,0.00,0.00,0.00,0.00,0.00,0.18,0.08,0.27,0.18,0.27,Matches
590,Romarinho,br BRA,"FW,MF",Sport Recife,31-234,1994,17,3,481,5.3,2,0,2,2,0,0,0,0,0.9,0.9,1.1,2.0,20,33,69,0.37,0.00,0.37,0.37,0.37,0.17,0.20,0.37,0.17,0.37,Matches
591,Ángel Romero,py PAR,"FW,MF",Corinthians,33-109,1992,23,10,962,10.7,0,1,1,0,0,0,4,1,2.5,2.5,1.1,3.6,19,36,69,0.00,0.09,0.09,0.00,0.09,0.24,0.10,0.34,0.24,0.34,Matches
592,Lucas Romero,ar ARG,MF,Cruzeiro,31-186,1994,26,25,2207,24.5,1,2,3,1,0,0,9,0,0.5,0.5,1.5,1.9,20,115,25,0.04,0.08,0.12,0.04,0.12,0.02,0.06,0.08,0.02,0.08,Matches
593,Óscar Romero,py PAR,"MF,FW",Internacional,33-109,1992,14,5,482,5.4,0,1,1,0,0,0,3,0,0.3,0.3,1.0,1.3,12,41,11,0.00,0.19,0.19,0.00,0.19,0.05,0.19,0.24,0.05,0.24,Matches
594,Romulo,br BRA,"MF,FW",Ceará,24-014,2001,9,0,133,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,4,16,13,0.00,0.00,0.00,0.00,0.00,0.13,0.39,0.52,0.13,0.52,Matches
595,Rômulo,br BRA,"DF,MF",Atlético Mineiro,21-263,2004,3,2,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
596,Ronald,br BRA,MF,Vitória,28-125,1997,25,20,1648,18.3,0,2,2,0,0,0,5,0,0.3,0.3,1.9,2.2,28,80,49,0.00,0.11,0.11,0.00,0.11,0.02,0.11,0.12,0.02,0.12,Matches
597,Ronald,br BRA,"DF,MF",Grêmio,22-252,2003,6,1,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
598,Ronaldo,br BRA,GK,Bahia,29-060,1996,18,18,1548,17.2,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.00,0.06,0.06,0.00,0.06,0.00,0.01,0.01,0.00,0.01,Matches
599,Ronaldo,br BRA,MF,Internacional,28-363,1996,14,6,754,8.4,0,0,0,0,0,0,4,1,0.5,0.5,0.0,0.6,4,31,1,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
600,Budiga Roni,br BRA,MF,Mirassol,26-189,1999,8,0,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
601,Rony,br BRA,"FW,MF",Atlético Mineiro,30-163,1995,26,23,1954,21.7,4,2,6,4,0,0,3,0,6.9,6.9,1.5,8.4,30,28,149,0.18,0.09,0.28,0.18,0.28,0.32,0.07,0.38,0.32,0.38,Matches
602,Vitor Roque,br BRA,FW,Palmeiras,20-235,2005,26,19,1655,18.4,13,3,16,12,1,1,3,0,10.6,9.8,2.4,12.2,45,26,129,0.71,0.16,0.87,0.65,0.82,0.58,0.13,0.71,0.54,0.67,Matches
603,Diego Rosa,br BRA,"MF,DF",Internacional,23-009,2002,7,1,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,2,8,9,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
604,Matheus Rossetto,br BRA,MF,Fortaleza,29-140,1996,13,10,793,8.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4,61,6,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
605,Agustín Rossi,ar ARG,GK,Flamengo,30-061,1995,28,28,2520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
606,Ruan,br BRA,DF,Atlético Mineiro,26-136,1999,3,2,253,2.8,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.36,0.00,0.36,0.36,0.36,0.01,0.00,0.01,0.01,0.01,Matches
607,Ruan,br BRA,DF,São Paulo,26-136,1999,5,4,361,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,Rubens,br BRA,"MF,DF",Atlético Mineiro,24-122,2001,13,11,1033,11.5,1,0,1,1,0,0,2,0,1.5,1.5,0.3,1.8,13,48,39,0.09,0.00,0.09,0.09,0.09,0.13,0.03,0.16,0.13,0.16,Matches
609,Alan Ruschel,br BRA,DF,Juventude,36-059,1989,17,12,1041,11.6,0,0,0,0,0,0,4,0,0.0,0.0,0.8,0.8,16,31,32,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
610,Rwan,br BRA,FW,Botafogo (RJ),24-154,2001,5,2,176,2.0,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,3,5,10,0.00,0.00,0.00,0.00,0.00,0.14,0.17,0.32,0.14,0.32,Matches
611,José Sabino,br BRA,DF,São Paulo,28-361,1996,22,17,1579,17.5,1,0,1,1,0,0,2,0,1.5,1.5,0.3,1.7,22,87,7,0.06,0.00,0.06,0.06,0.06,0.08,0.02,0.10,0.08,0.10,Matches
612,Rodrigo Sam,br BRA,DF,Juventude,30-089,1995,10,8,737,8.2,1,0,1,1,0,0,3,0,0.4,0.4,0.1,0.5,2,15,1,0.12,0.00,0.12,0.12,0.12,0.05,0.01,0.06,0.05,0.06,Matches
613,Mateo Sanabria,ar ARG,"FW,MF",Bahia,21-204,2004,8,6,492,5.5,1,0,1,1,0,0,3,1,0.6,0.6,0.1,0.7,34,15,61,0.18,0.00,0.18,0.18,0.18,0.12,0.01,0.13,0.12,0.13,Matches
614,Alex Sandro,br BRA,DF,Flamengo,34-268,1991,17,16,1274,14.2,0,0,0,0,0,0,4,0,0.2,0.2,1.2,1.4,30,104,38,0.00,0.00,0.00,0.00,0.00,0.01,0.09,0.10,0.01,0.10,Matches
615,Agustín Sant'Anna,uy URU,DF,RB Bragantino,28-024,1997,9,4,366,4.1,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.8,5,14,17,0.00,0.00,0.00,0.00,0.00,0.13,0.07,0.20,0.13,0.20,Matches
616,Alex Santana,br BRA,MF,Corinthians,30-161,1995,3,1,106,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,7,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
617,Alex Santana,br BRA,MF,Grêmio,30-161,1995,8,4,389,4.3,0,0,0,0,0,0,5,0,0.7,0.7,0.0,0.7,6,12,5,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
618,Ademir Santos,br BRA,FW,Bahia,30-247,1995,21,17,1268,14.1,1,2,3,1,0,0,5,0,3.1,3.1,3.1,6.1,64,33,151,0.07,0.14,0.21,0.07,0.21,0.22,0.22,0.44,0.22,0.44,Matches
619,Eduardo Santos,br BRA,DF,RB Bragantino,27-327,1997,7,2,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
620,Júnior Santos,br BRA,"FW,MF",Atlético Mineiro,31-010,1994,16,1,361,4.0,2,0,2,2,0,0,1,0,2.1,2.1,0.1,2.2,14,10,32,0.50,0.00,0.50,0.50,0.50,0.53,0.01,0.54,0.53,0.54,Matches
621,Rodrigo Santos,br BRA,MF,Fortaleza,25-033,2000,6,2,196,2.2,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,2,7,3,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.06,0.04,0.06,Matches
622,Renzo Saravia,ar ARG,DF,Atlético Mineiro,32-127,1993,11,5,462,5.1,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,7,11,12,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
623,Eduardo Sasha,br BRA,"FW,MF",RB Bragantino,33-239,1992,25,22,1647,18.3,5,2,7,3,2,2,5,1,7.1,5.6,1.4,7.0,22,36,91,0.27,0.11,0.38,0.16,0.27,0.39,0.08,0.47,0.30,0.38,Matches
624,Lucas Sasha,br BRA,MF,Fortaleza,35-234,1990,22,22,1847,20.5,1,0,1,1,0,0,2,0,0.6,0.6,1.0,1.7,15,96,38,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.08,0.03,0.08,Matches
625,Jefferson Savarino,ve VEN,MF,Botafogo (RJ),28-344,1996,21,19,1566,17.4,4,2,6,4,0,0,1,0,2.9,2.9,3.7,6.6,35,79,107,0.23,0.11,0.34,0.23,0.34,0.17,0.21,0.38,0.17,0.38,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
626,Gustavo Scarpa,br BRA,"MF,FW",Atlético Mineiro,31-289,1994,28,22,1978,22.0,1,2,3,1,0,0,2,0,2.1,2.1,4.0,6.1,48,161,98,0.05,0.09,0.14,0.05,0.14,0.09,0.18,0.28,0.09,0.28,Matches
627,João Schmidt,br BRA,MF,Santos,32-155,1993,21,17,1472,16.4,0,2,2,0,0,0,6,0,0.7,0.7,0.8,1.5,5,104,7,0.00,0.12,0.12,0.00,0.12,0.04,0.05,0.09,0.04,0.09,Matches
